Leading Cancer Sites,Year,State,Mortality-Incidence Age-Adjusted Rate Ratio,"Mortality Age-Adjusted Rate (per 100,000)","Incidence Age-Adjusted Rate (per 100,000)"
Melanoma of the Skin,2009,Alabama,0.148,3.331,22.524
Melanoma of the Skin,2009,Arizona,0.19,3.436,18.094
Melanoma of the Skin,2009,Arkansas,0.174,2.731,15.659
Melanoma of the Skin,2009,California,0.124,2.562,20.726
Melanoma of the Skin,2009,Colorado,0.159,3.652,23.026
Melanoma of the Skin,2009,Connecticut,0.102,2.432,23.778
Melanoma of the Skin,2009,Delaware,0.093,2.728,29.343
Melanoma of the Skin,2009,Florida,0.151,3.043,20.146
Melanoma of the Skin,2009,Georgia,0.11,2.439,22.242
Melanoma of the Skin,2009,Hawaii,0.067,1.415,20.988
Melanoma of the Skin,2009,Idaho,0.136,3.55,26.059
Melanoma of the Skin,2009,Illinois,0.152,2.72,17.944
Melanoma of the Skin,2009,Indiana,0.191,3.584,18.792
Melanoma of the Skin,2009,Iowa,0.14,3.22,23.079
Melanoma of the Skin,2009,Kansas,0.134,3.143,23.497
Melanoma of the Skin,2009,Kentucky,0.129,3.111,24.113
Melanoma of the Skin,2009,Louisiana,0.147,2.394,16.28
Melanoma of the Skin,2009,Maine,0.135,3.145,23.301
Melanoma of the Skin,2009,Maryland,0.145,2.929,20.248
Melanoma of the Skin,2009,Massachusetts,0.137,3.052,22.287
Melanoma of the Skin,2009,Michigan,0.12,2.376,19.877
Melanoma of the Skin,2009,Minnesota,0.096,2.523,26.382
Melanoma of the Skin,2009,Mississippi,0.126,2.224,17.711
Melanoma of the Skin,2009,Missouri,0.165,3.128,18.93
Melanoma of the Skin,2009,Montana,0.153,3.277,21.359
Melanoma of the Skin,2009,Nebraska,0.165,3.178,19.202
Melanoma of the Skin,2009,Nevada,0.18,2.929,16.246
Melanoma of the Skin,2009,New Hampshire,0.117,3.008,25.674
Melanoma of the Skin,2009,New Jersey,0.121,2.554,21.154
Melanoma of the Skin,2009,New Mexico,0.142,2.684,18.95
Melanoma of the Skin,2009,New York,0.121,2.191,18.132
Melanoma of the Skin,2009,North Carolina,0.128,3.215,25.13
Melanoma of the Skin,2009,North Dakota,0.126,2.762,21.929
Melanoma of the Skin,2009,Ohio,0.155,3.215,20.806
Melanoma of the Skin,2009,Oklahoma,0.18,3.06,16.981
Melanoma of the Skin,2009,Oregon,0.144,3.576,24.845
Melanoma of the Skin,2009,Pennsylvania,0.149,3.034,20.396
Melanoma of the Skin,2009,Rhode Island,0.134,2.685,19.97
Melanoma of the Skin,2009,South Carolina,0.108,2.664,24.554
Melanoma of the Skin,2009,South Dakota,0.12,2.017,16.821
Melanoma of the Skin,2009,Tennessee,0.126,2.948,23.367
Melanoma of the Skin,2009,Texas,0.178,2.432,13.66
Melanoma of the Skin,2009,Utah,0.13,3.995,30.76
Melanoma of the Skin,2009,Vermont,0.097,3.181,32.716
Melanoma of the Skin,2009,Virginia,0.165,3.106,18.827
Melanoma of the Skin,2009,Washington,0.116,2.955,25.486
Melanoma of the Skin,2009,West Virginia,0.15,3.38,22.495
Melanoma of the Skin,2009,Wisconsin,0.125,2.545,20.347
Melanoma of the Skin,2009,Wyoming,0.149,3.168,21.312
Melanoma of the Skin,2010,Alabama,0.122,2.645,21.636
Melanoma of the Skin,2010,Alaska,0.22,3.103,14.105
Melanoma of the Skin,2010,Arizona,0.178,2.869,16.133
Melanoma of the Skin,2010,Arkansas,0.188,2.884,15.363
Melanoma of the Skin,2010,California,0.126,2.645,20.933
Melanoma of the Skin,2010,Colorado,0.163,3.649,22.379
Melanoma of the Skin,2010,Connecticut,0.117,2.727,23.377
Melanoma of the Skin,2010,Delaware,0.093,2.839,30.415
Melanoma of the Skin,2010,Florida,0.142,2.754,19.434
Melanoma of the Skin,2010,Georgia,0.108,2.493,23.068
Melanoma of the Skin,2010,Hawaii,0.083,1.816,21.988
Melanoma of the Skin,2010,Idaho,0.147,3.602,24.556
Melanoma of the Skin,2010,Illinois,0.131,2.267,17.359
Melanoma of the Skin,2010,Indiana,0.157,3.095,19.681
Melanoma of the Skin,2010,Iowa,0.109,2.754,25.332
Melanoma of the Skin,2010,Kansas,0.118,2.813,23.8
Melanoma of the Skin,2010,Kentucky,0.136,3.324,24.353
Melanoma of the Skin,2010,Louisiana,0.153,2.374,15.505
Melanoma of the Skin,2010,Maine,0.138,3.063,22.179
Melanoma of the Skin,2010,Maryland,0.114,2.414,21.241
Melanoma of the Skin,2010,Massachusetts,0.141,2.956,21.023
Melanoma of the Skin,2010,Michigan,0.138,2.503,18.118
Melanoma of the Skin,2010,Minnesota,0.09,2.56,28.304
Melanoma of the Skin,2010,Mississippi,0.142,2.355,16.585
Melanoma of the Skin,2010,Missouri,0.187,3.215,17.162
Melanoma of the Skin,2010,Montana,0.098,2.514,25.736
Melanoma of the Skin,2010,Nebraska,0.145,2.639,18.204
Melanoma of the Skin,2010,Nevada,0.165,2.574,15.632
Melanoma of the Skin,2010,New Hampshire,0.072,2.042,28.501
Melanoma of the Skin,2010,New Jersey,0.106,2.341,22.063
Melanoma of the Skin,2010,New Mexico,0.156,3.134,20.05
Melanoma of the Skin,2010,New York,0.131,2.192,16.784
Melanoma of the Skin,2010,North Carolina,0.127,2.906,22.812
Melanoma of the Skin,2010,Ohio,0.166,3.204,19.269
Melanoma of the Skin,2010,Oklahoma,0.215,3.165,14.729
Melanoma of the Skin,2010,Oregon,0.123,3.322,27.081
Melanoma of the Skin,2010,Pennsylvania,0.142,2.987,21.01
Melanoma of the Skin,2010,Rhode Island,0.125,2.836,22.771
Melanoma of the Skin,2010,South Carolina,0.108,2.475,22.841
Melanoma of the Skin,2010,South Dakota,0.103,2.123,20.611
Melanoma of the Skin,2010,Tennessee,0.148,3.217,21.746
Melanoma of the Skin,2010,Texas,0.21,2.683,12.783
Melanoma of the Skin,2010,Utah,0.111,3.738,33.661
Melanoma of the Skin,2010,Vermont,0.119,3.347,28.081
Melanoma of the Skin,2010,Virginia,0.159,2.965,18.617
Melanoma of the Skin,2010,Washington,0.109,2.928,26.75
Melanoma of the Skin,2010,West Virginia,0.166,3.465,20.824
Melanoma of the Skin,2010,Wisconsin,0.132,2.971,22.52
Melanoma of the Skin,2010,Wyoming,0.102,3.062,29.878
Melanoma of the Skin,2011,Alabama,0.129,2.673,20.686
Melanoma of the Skin,2011,Arizona,0.144,2.794,19.459
Melanoma of the Skin,2011,Arkansas,0.174,3.135,18
Melanoma of the Skin,2011,California,0.119,2.478,20.741
Melanoma of the Skin,2011,Colorado,0.138,3.042,22.057
Melanoma of the Skin,2011,Connecticut,0.122,2.54,20.862
Melanoma of the Skin,2011,Delaware,0.107,3.298,30.794
Melanoma of the Skin,2011,Florida,0.134,3.042,22.727
Melanoma of the Skin,2011,Georgia,0.105,2.497,23.84
Melanoma of the Skin,2011,Hawaii,0.054,1.071,19.728
Melanoma of the Skin,2011,Idaho,0.127,3.571,28.008
Melanoma of the Skin,2011,Illinois,0.128,2.366,18.453
Melanoma of the Skin,2011,Indiana,0.185,3.184,17.229
Melanoma of the Skin,2011,Iowa,0.122,2.965,24.315
Melanoma of the Skin,2011,Kansas,0.121,2.965,24.606
Melanoma of the Skin,2011,Kentucky,0.14,3.301,23.619
Melanoma of the Skin,2011,Louisiana,0.134,1.975,14.791
Melanoma of the Skin,2011,Maine,0.125,2.787,22.24
Melanoma of the Skin,2011,Maryland,0.128,2.625,20.536
Melanoma of the Skin,2011,Massachusetts,0.123,2.827,22.918
Melanoma of the Skin,2011,Michigan,0.137,2.576,18.848
Melanoma of the Skin,2011,Minnesota,0.09,2.482,27.611
Melanoma of the Skin,2011,Mississippi,0.126,2.372,18.865
Melanoma of the Skin,2011,Missouri,0.156,2.954,18.911
Melanoma of the Skin,2011,Montana,0.135,3.259,24.212
Melanoma of the Skin,2011,Nebraska,0.137,2.7,19.677
Melanoma of the Skin,2011,Nevada,0.291,3.909,13.424
Melanoma of the Skin,2011,New Hampshire,0.125,3.367,27.037
Melanoma of the Skin,2011,New Jersey,0.104,2.25,21.68
Melanoma of the Skin,2011,New Mexico,0.164,2.49,15.145
Melanoma of the Skin,2011,New York,0.117,2.182,18.671
Melanoma of the Skin,2011,North Carolina,0.123,2.761,22.46
Melanoma of the Skin,2011,North Dakota,0.113,2.589,22.849
Melanoma of the Skin,2011,Ohio,0.131,2.664,20.274
Melanoma of the Skin,2011,Oklahoma,0.192,3.096,16.117
Melanoma of the Skin,2011,Oregon,0.12,3.305,27.565
Melanoma of the Skin,2011,Pennsylvania,0.143,3.099,21.687
Melanoma of the Skin,2011,Rhode Island,0.098,1.992,20.272
Melanoma of the Skin,2011,South Carolina,0.144,2.991,20.835
Melanoma of the Skin,2011,South Dakota,0.138,2.94,21.283
Melanoma of the Skin,2011,Tennessee,0.152,3.148,20.646
Melanoma of the Skin,2011,Texas,0.151,2.293,15.232
Melanoma of the Skin,2011,Utah,0.108,3.74,34.649
Melanoma of the Skin,2011,Virginia,0.157,2.892,18.375
Melanoma of the Skin,2011,Washington,0.116,3.042,26.241
Melanoma of the Skin,2011,West Virginia,0.132,2.948,22.251
Melanoma of the Skin,2011,Wisconsin,0.132,2.866,21.691
Melanoma of the Skin,2011,Wyoming,0.189,3.941,20.889
Melanoma of the Skin,2012,Alabama,0.134,2.988,22.224
Melanoma of the Skin,2012,Arizona,0.162,3.088,19.05
Melanoma of the Skin,2012,Arkansas,0.135,2.781,20.57
Melanoma of the Skin,2012,California,0.118,2.513,21.357
Melanoma of the Skin,2012,Colorado,0.111,2.529,22.72
Melanoma of the Skin,2012,Connecticut,0.114,2.26,19.834
Melanoma of the Skin,2012,Delaware,0.099,2.978,30.111
Melanoma of the Skin,2012,Florida,0.137,3.044,22.215
Melanoma of the Skin,2012,Georgia,0.085,2.271,26.709
Melanoma of the Skin,2012,Hawaii,0.106,1.933,18.312
Melanoma of the Skin,2012,Idaho,0.123,3.367,27.402
Melanoma of the Skin,2012,Illinois,0.137,2.569,18.759
Melanoma of the Skin,2012,Indiana,0.145,2.644,18.226
Melanoma of the Skin,2012,Iowa,0.119,2.902,24.328
Melanoma of the Skin,2012,Kansas,0.122,2.997,24.484
Melanoma of the Skin,2012,Kentucky,0.115,2.936,25.614
Melanoma of the Skin,2012,Louisiana,0.14,2.4,17.103
Melanoma of the Skin,2012,Maine,0.125,2.984,23.943
Melanoma of the Skin,2012,Maryland,0.127,2.669,21.04
Melanoma of the Skin,2012,Massachusetts,0.135,2.821,20.915
Melanoma of the Skin,2012,Michigan,0.127,2.337,18.413
Melanoma of the Skin,2012,Minnesota,0.089,2.604,29.389
Melanoma of the Skin,2012,Mississippi,0.131,2.269,17.309
Melanoma of the Skin,2012,Missouri,0.171,3.202,18.734
Melanoma of the Skin,2012,Montana,0.136,3.656,26.788
Melanoma of the Skin,2012,Nebraska,0.189,3.374,17.866
Melanoma of the Skin,2012,Nevada,0.216,3.045,14.094
Melanoma of the Skin,2012,New Hampshire,0.099,2.608,26.289
Melanoma of the Skin,2012,New Jersey,0.109,2.381,21.817
Melanoma of the Skin,2012,New Mexico,0.171,2.702,15.842
Melanoma of the Skin,2012,New York,0.136,2.376,17.453
Melanoma of the Skin,2012,North Carolina,0.112,2.678,24.015
Melanoma of the Skin,2012,Ohio,0.151,2.95,19.601
Melanoma of the Skin,2012,Oklahoma,0.189,3.395,18.005
Melanoma of the Skin,2012,Oregon,0.126,3.45,27.296
Melanoma of the Skin,2012,Pennsylvania,0.121,2.64,21.75
Melanoma of the Skin,2012,Rhode Island,0.127,2.764,21.761
Melanoma of the Skin,2012,South Carolina,0.111,2.515,22.673
Melanoma of the Skin,2012,South Dakota,0.08,1.906,23.931
Melanoma of the Skin,2012,Tennessee,0.15,2.99,19.928
Melanoma of the Skin,2012,Texas,0.18,2.22,12.335
Melanoma of the Skin,2012,Utah,0.105,3.716,35.534
Melanoma of the Skin,2012,Vermont,0.085,2.636,31.039
Melanoma of the Skin,2012,Virginia,0.147,2.539,17.298
Melanoma of the Skin,2012,Washington,0.11,2.776,25.318
Melanoma of the Skin,2012,West Virginia,0.165,3.496,21.144
Melanoma of the Skin,2012,Wisconsin,0.111,2.636,23.8
Melanoma of the Skin,2013,Alabama,0.143,2.679,18.772
Melanoma of the Skin,2013,Arizona,0.15,2.973,19.769
Melanoma of the Skin,2013,Arkansas,0.131,2.671,20.353
Melanoma of the Skin,2013,California,0.106,2.359,22.154
Melanoma of the Skin,2013,Colorado,0.148,3.225,21.863
Melanoma of the Skin,2013,Connecticut,0.11,2.21,20.142
Melanoma of the Skin,2013,Delaware,0.087,2.611,29.998
Melanoma of the Skin,2013,Florida,0.123,2.94,23.945
Melanoma of the Skin,2013,Georgia,0.108,2.715,25.209
Melanoma of the Skin,2013,Hawaii,0.085,1.633,19.217
Melanoma of the Skin,2013,Idaho,0.142,3.755,26.45
Melanoma of the Skin,2013,Illinois,0.151,2.719,17.968
Melanoma of the Skin,2013,Indiana,0.185,3.209,17.384
Melanoma of the Skin,2013,Iowa,0.105,2.809,26.844
Melanoma of the Skin,2013,Kansas,0.141,3.398,24.028
Melanoma of the Skin,2013,Kentucky,0.138,3.387,24.606
Melanoma of the Skin,2013,Louisiana,0.135,2.252,16.72
Melanoma of the Skin,2013,Maine,0.128,3.172,24.72
Melanoma of the Skin,2013,Maryland,0.114,2.58,22.573
Melanoma of the Skin,2013,Massachusetts,0.153,3.017,19.783
Melanoma of the Skin,2013,Michigan,0.133,2.494,18.8
Melanoma of the Skin,2013,Minnesota,0.092,2.718,29.647
Melanoma of the Skin,2013,Mississippi,0.117,2.035,17.361
Melanoma of the Skin,2013,Missouri,0.158,2.982,18.824
Melanoma of the Skin,2013,Montana,0.094,2.478,26.364
Melanoma of the Skin,2013,Nebraska,0.144,3.405,23.7
Melanoma of the Skin,2013,Nevada,0.145,2.121,14.606
Melanoma of the Skin,2013,New Hampshire,0.099,2.737,27.714
Melanoma of the Skin,2013,New Jersey,0.107,2.423,22.558
Melanoma of the Skin,2013,New Mexico,0.176,2.429,13.809
Melanoma of the Skin,2013,New York,0.116,2.22,19.166
Melanoma of the Skin,2013,North Carolina,0.107,2.68,24.98
Melanoma of the Skin,2013,North Dakota,0.112,2.628,23.514
Melanoma of the Skin,2013,Ohio,0.143,2.832,19.822
Melanoma of the Skin,2013,Oklahoma,0.141,2.717,19.222
Melanoma of the Skin,2013,Oregon,0.105,3.046,29.018
Melanoma of the Skin,2013,Pennsylvania,0.111,2.767,24.87
Melanoma of the Skin,2013,Rhode Island,0.102,2.383,23.458
Melanoma of the Skin,2013,South Carolina,0.128,2.96,23.165
Melanoma of the Skin,2013,South Dakota,0.098,2.108,21.55
Melanoma of the Skin,2013,Tennessee,0.162,3.334,20.538
Melanoma of the Skin,2013,Texas,0.177,2.241,12.669
Melanoma of the Skin,2013,Utah,0.092,3.504,37.993
Melanoma of the Skin,2013,Vermont,0.069,2.312,33.278
Melanoma of the Skin,2013,Virginia,0.133,2.757,20.686
Melanoma of the Skin,2013,Washington,0.107,2.754,25.853
Melanoma of the Skin,2013,West Virginia,0.182,3.611,19.888
Melanoma of the Skin,2013,Wisconsin,0.105,2.369,22.503
Melanoma of the Skin,2013,Wyoming,0.12,2.474,20.632
Melanoma of the Skin,2014,Alabama,0.136,2.62,19.292
Melanoma of the Skin,2014,Alaska,0.243,3.989,16.433
Melanoma of the Skin,2014,Arizona,0.138,3.007,21.772
Melanoma of the Skin,2014,Arkansas,0.12,2.462,20.504
Melanoma of the Skin,2014,California,0.104,2.414,23.256
Melanoma of the Skin,2014,Colorado,0.137,3.07,22.366
Melanoma of the Skin,2014,Connecticut,0.105,2.303,21.837
Melanoma of the Skin,2014,Delaware,0.084,2.5,29.75
Melanoma of the Skin,2014,Florida,0.111,2.727,24.553
Melanoma of the Skin,2014,Georgia,0.091,2.536,27.947
Melanoma of the Skin,2014,Hawaii,0.079,1.598,20.219
Melanoma of the Skin,2014,Idaho,0.121,3.302,27.273
Melanoma of the Skin,2014,Illinois,0.128,2.42,18.834
Melanoma of the Skin,2014,Indiana,0.126,2.668,21.19
Melanoma of the Skin,2014,Iowa,0.117,2.965,25.347
Melanoma of the Skin,2014,Kansas,0.122,3.087,25.37
Melanoma of the Skin,2014,Kentucky,0.123,3.424,27.727
Melanoma of the Skin,2014,Louisiana,0.121,2.092,17.348
Melanoma of the Skin,2014,Maine,0.128,3.202,25.113
Melanoma of the Skin,2014,Maryland,0.098,2.131,21.807
Melanoma of the Skin,2014,Massachusetts,0.145,2.693,18.633
Melanoma of the Skin,2014,Michigan,0.125,2.389,19.152
Melanoma of the Skin,2014,Minnesota,0.086,2.536,29.526
Melanoma of the Skin,2014,Mississippi,0.144,2.51,17.48
Melanoma of the Skin,2014,Missouri,0.139,2.721,19.518
Melanoma of the Skin,2014,Montana,0.111,3.02,27.294
Melanoma of the Skin,2014,Nebraska,0.105,2.491,23.616
Melanoma of the Skin,2014,Nevada,0.184,2.889,15.669
Melanoma of the Skin,2014,New Hampshire,0.085,2.831,33.48
Melanoma of the Skin,2014,New Jersey,0.116,2.539,21.934
Melanoma of the Skin,2014,New Mexico,0.127,1.879,14.761
Melanoma of the Skin,2014,New York,0.106,1.953,18.431
Melanoma of the Skin,2014,North Carolina,0.109,2.779,25.579
Melanoma of the Skin,2014,North Dakota,0.114,2.45,21.494
Melanoma of the Skin,2014,Ohio,0.13,3.024,23.327
Melanoma of the Skin,2014,Oklahoma,0.136,3.06,22.553
Melanoma of the Skin,2014,Oregon,0.085,2.435,28.684
Melanoma of the Skin,2014,Pennsylvania,0.107,2.784,25.95
Melanoma of the Skin,2014,Rhode Island,0.108,2.931,27.234
Melanoma of the Skin,2014,South Carolina,0.116,2.665,22.954
Melanoma of the Skin,2014,South Dakota,0.124,3.284,26.468
Melanoma of the Skin,2014,Tennessee,0.151,2.923,19.348
Melanoma of the Skin,2014,Texas,0.166,2.152,12.941
Melanoma of the Skin,2014,Utah,0.079,3.362,42.693
Melanoma of the Skin,2014,Vermont,0.084,3.087,36.599
Melanoma of the Skin,2014,Virginia,0.138,2.768,20.047
Melanoma of the Skin,2014,Washington,0.109,2.854,26.217
Melanoma of the Skin,2014,West Virginia,0.15,3.038,20.22
Melanoma of the Skin,2014,Wisconsin,0.094,2.317,24.58
Melanoma of the Skin,2014,Wyoming,0.122,3.237,26.573
Melanoma of the Skin,2015,Alabama,0.112,2.531,22.517
Melanoma of the Skin,2015,Alaska,0.234,3.082,13.189
Melanoma of the Skin,2015,Arizona,0.111,2.604,23.553
Melanoma of the Skin,2015,Arkansas,0.112,2.535,22.643
Melanoma of the Skin,2015,California,0.099,2.274,23.082
Melanoma of the Skin,2015,Colorado,0.139,3.092,22.247
Melanoma of the Skin,2015,Connecticut,0.096,1.96,20.357
Melanoma of the Skin,2015,Delaware,0.106,3.133,29.683
Melanoma of the Skin,2015,Florida,0.106,2.683,25.198
Melanoma of the Skin,2015,Georgia,0.083,2.274,27.445
Melanoma of the Skin,2015,Hawaii,0.07,1.609,22.957
Melanoma of the Skin,2015,Idaho,0.126,3.586,28.499
Melanoma of the Skin,2015,Illinois,0.104,2.143,20.554
Melanoma of the Skin,2015,Indiana,0.118,2.674,22.644
Melanoma of the Skin,2015,Iowa,0.092,2.472,26.797
Melanoma of the Skin,2015,Kansas,0.116,3.109,26.859
Melanoma of the Skin,2015,Kentucky,0.114,3.161,27.655
Melanoma of the Skin,2015,Louisiana,0.094,1.777,18.907
Melanoma of the Skin,2015,Maine,0.086,2.418,28.234
Melanoma of the Skin,2015,Maryland,0.07,1.794,25.522
Melanoma of the Skin,2015,Massachusetts,0.107,2.335,21.849
Melanoma of the Skin,2015,Michigan,0.119,2.431,20.467
Melanoma of the Skin,2015,Minnesota,0.076,2.437,32.041
Melanoma of the Skin,2015,Mississippi,0.166,2.64,15.927
Melanoma of the Skin,2015,Missouri,0.138,2.791,20.167
Melanoma of the Skin,2015,Montana,0.079,2.067,26.087
Melanoma of the Skin,2015,Nebraska,0.113,2.927,25.801
Melanoma of the Skin,2015,Nevada,0.221,2.745,12.438
Melanoma of the Skin,2015,New Hampshire,0.093,2.998,32.355
Melanoma of the Skin,2015,New Jersey,0.095,2.119,22.357
Melanoma of the Skin,2015,New Mexico,0.178,2.927,16.425
Melanoma of the Skin,2015,New York,0.093,1.66,17.771
Melanoma of the Skin,2015,North Carolina,0.093,2.532,27.323
Melanoma of the Skin,2015,North Dakota,0.092,2.384,25.982
Melanoma of the Skin,2015,Ohio,0.1,2.556,25.485
Melanoma of the Skin,2015,Oklahoma,0.127,2.792,22.064
Melanoma of the Skin,2015,Oregon,0.105,2.758,26.184
Melanoma of the Skin,2015,Pennsylvania,0.097,2.491,25.782
Melanoma of the Skin,2015,Rhode Island,0.093,2.201,23.692
Melanoma of the Skin,2015,South Carolina,0.097,2.275,23.415
Melanoma of the Skin,2015,South Dakota,0.098,2.448,24.988
Melanoma of the Skin,2015,Tennessee,0.138,3.082,22.271
Melanoma of the Skin,2015,Texas,0.149,1.972,13.194
Melanoma of the Skin,2015,Utah,0.074,3.02,40.971
Melanoma of the Skin,2015,Vermont,0.081,2.942,36.523
Melanoma of the Skin,2015,Virginia,0.134,2.531,18.861
Melanoma of the Skin,2015,Washington,0.109,2.884,26.358
Melanoma of the Skin,2015,West Virginia,0.159,3.36,21.081
Melanoma of the Skin,2015,Wisconsin,0.115,2.805,24.339
Melanoma of the Skin,2015,Wyoming,0.116,2.673,23.013
Melanoma of the Skin,2016,Alabama,0.097,2.362,24.431
Melanoma of the Skin,2016,Arizona,0.092,2.321,25.321
Melanoma of the Skin,2016,Arkansas,0.093,2.055,22.151
Melanoma of the Skin,2016,California,0.085,1.909,22.381
Melanoma of the Skin,2016,Colorado,0.114,2.443,21.501
Melanoma of the Skin,2016,Connecticut,0.103,2.121,20.516
Melanoma of the Skin,2016,Delaware,0.099,2.909,29.352
Melanoma of the Skin,2016,Florida,0.093,2.22,23.957
Melanoma of the Skin,2016,Georgia,0.093,2.406,25.822
Melanoma of the Skin,2016,Hawaii,0.053,1.379,25.891
Melanoma of the Skin,2016,Idaho,0.099,2.955,29.791
Melanoma of the Skin,2016,Illinois,0.092,2.025,22.078
Melanoma of the Skin,2016,Indiana,0.122,2.555,21.031
Melanoma of the Skin,2016,Iowa,0.092,2.601,28.156
Melanoma of the Skin,2016,Kansas,0.088,2.431,27.491
Melanoma of the Skin,2016,Kentucky,0.087,2.503,28.714
Melanoma of the Skin,2016,Louisiana,0.101,1.646,16.343
Melanoma of the Skin,2016,Maine,0.083,2.293,27.655
Melanoma of the Skin,2016,Maryland,0.085,2.038,24.078
Melanoma of the Skin,2016,Massachusetts,0.092,2.246,24.519
Melanoma of the Skin,2016,Michigan,0.099,2.001,20.163
Melanoma of the Skin,2016,Minnesota,0.059,1.828,31.065
Melanoma of the Skin,2016,Mississippi,0.112,1.981,17.657
Melanoma of the Skin,2016,Missouri,0.145,2.686,18.554
Melanoma of the Skin,2016,Montana,0.104,2.853,27.401
Melanoma of the Skin,2016,Nebraska,0.07,1.995,28.435
Melanoma of the Skin,2016,Nevada,0.148,2.696,18.193
Melanoma of the Skin,2016,New Hampshire,0.071,2.188,30.892
Melanoma of the Skin,2016,New Jersey,0.095,1.98,20.744
Melanoma of the Skin,2016,New Mexico,0.151,2.37,15.679
Melanoma of the Skin,2016,New York,0.099,1.756,17.658
Melanoma of the Skin,2016,North Carolina,0.087,2.273,26.183
